X 2 61616263	X 0 1 0,4
X 3 0a0a63610a	X 0 0
X 1 -	X 0 0
X 1 63616162	X 0 0
X 1 63616361	X 0 0
C 0 2828617c5b5b3a616c7068613a5d5d293f292b3f	C 0 0 2
X 0 626263	X 0 1 0,0 0,0 -1,-1
X 3 63	X 0 1 0,0 0,0 -1,-1
X 3 6161	X 0 1 0,0 0,0 -1,-1
X 3 63610a61	X 0 1 0,0 0,0 -1,-1
X 0 61620a610a0a63	X 0 1 0,0 0,0 -1,-1
X 3 6362	X 0 1 0,0 0,0 -1,-1
C 0 635b5b3d613d5d5d627c282e7b327d297b327d3f	C 0 0 1
X 0 610a636362	X 0 1 0,4 2,4
X 3 630a62626363	X 0 1 0,4 2,4
X 1 630a0a62	X 0 1 0,4 2,4
X 2 0a626161610a62	X 0 1 0,4 2,4
X 3 0a	X 0 0
X 1 0a0a61	X 0 0
C 0 5e625b61625d24	C 0 0 0
X 1 -	X 0 0
X 1 63	X 0 0
X 3 0a0a	X 0 0
X 1 0a620a63636363	X 0 0
X 2 0a62610a636163	X 0 0
X 1 61610a	X 0 0
C 0 28285b5e615d292b3f7c5b61625d24293f	C 0 0 2
X 0 0a6162620a61	X 0 1 0,0 -1,-1 -1,-1
X 1 61616162	X 0 1 0,0 -1,-1 -1,-1
X 2 63610a61	X 0 1 0,0 -1,-1 -1,-1
X 1 6162610a6363	X 0 1 0,0 -1,-1 -1,-1
X 0 610a61626261	X 0 1 0,0 -1,-1 -1,-1
X 3 0a610a0a62	X 0 1 0,0 -1,-1 -1,-1
C 0 285b5b3a616c7068613a5d5d7c5b612d635d5b5e615d63292a	C 0 0 1
X 2 63620a620a630a	X 0 1 0,2 1,2
X 2 0a6162	X 0 1 0,0 -1,-1
X 3 6361	X 0 1 0,2 1,2
X 1 636161636362	X 0 1 0,6 5,6
X 0 63636162	X 0 1 0,4 3,4
X 1 63	X 0 1 0,1 0,1
C 0 5e627c5b61625d7c5b5b3a616c7068613a5d5d7c5b5b3a616c7068613a5d5d24	C 0 0 0
X 2 -	X 0 0
X 1 6162	X 0 1 0,1
X 0 61626362	X 0 1 0,1
X 1 636262	X 0 1 0,1
X 1 -	X 0 0
X 2 61	X 0 1 0,1
C 0 2861612924	C 0 0 1
X 3 6262636262	X 0 0
X 3 63	X 0 0
X 2 6163	X 0 0
X 3 61626163	X 0 0
X 3 63	X 0 0
X 3 61630a0a626361	X 0 0
C 0 5b612d635d5b612d635d7b302c327d285b612d635d297b327d	C 0 0 1
X 1 6363	X 0 0
X 0 6361610a0a6162	X 0 1 0,3 2,3
X 3 0a0a0a6162	X 0 0
X 1 -	X 0 0
X 3 61	X 0 0
X 1 6361	X 0 0
C 0 5b612d635d	C 0 0 0
X 3 63616361616161	X 0 1 0,1
X 2 -	X 0 0
X 1 -	X 0 0
X 0 616162636163	X 0 1 0,1
X 2 0a0a0a6163	X 0 1 3,4
X 3 62626362	X 0 1 0,1
C 0 615b5b3d613d5d5d5b61625d24	C 0 0 0
X 1 610a	X 0 0
X 3 61616363630a	X 0 0
X 0 -	X 0 0
X 3 610a63620a61	X 0 0
X 2 6161616363	X 0 0
X 1 616263	X 0 0
C 0 5b5b3d613d5d5d28625b612d635d297b327d3f	C 0 0 1
X 3 62	X 0 0
X 3 -	X 0 0
X 0 61610a63	X 0 0
X 0 62	X 0 0
X 3 630a630a6163	X 0 0
X 2 636161636163	X 0 0
C 0 5b5b3d613d5d5d5e632a	C 0 0 0
X 2 6163630a0a6263	X 0 0
X 0 610a63	X 0 0
X 1 6363630a62	X 0 0
X 0 61	X 0 0
X 2 63626363	X 0 0
X 1 6362610a616161	X 0 0
C 0 282e7b327d3f292b3f	C 0 0 1
X 2 0a0a62	X 0 1 0,2 0,2
X 1 63626163616363	X 0 1 0,2 0,2
X 1 0a62626362	X 0 1 0,2 0,2
X 3 610a6163630a	X 0 1 0,2 0,2
X 2 620a6362610a63	X 0 1 0,2 0,2
X 0 616162	X 0 1 0,2 0,2
C 0 5e5e6163	C 0 0 0
X 1 6261626361	X 0 0
X 0 62616362	X 0 0
X 3 63636363	X 0 0
X 0 63	X 0 0
X 2 610a	X 0 0
X 1 620a620a0a	X 0 0
C 0 5b61625d5b5e615d6124	C 0 0 0
X 2 -	X 0 0
X 2 6262610a	X 0 0
X 2 0a62620a0a6362	X 0 0
X 0 6263616362	X 0 0
X 0 636362	X 0 0
X 1 63	X 0 0
C 0 632e2b	C 0 0 0
X 1 63636161620a	X 0 1 0,6
X 2 616362	X 0 1 1,3
X 0 -	X 0 0
X 2 620a63610a	X 0 1 2,5
X 0 630a61	X 0 1 0,3
X 1 0a0a0a6161	X 0 0
C 0 285b5e615d24297b312c7d24	C 0 0 1
X 3 636362610a	X 0 0
X 3 63620a	X 0 0
X 1 6262620a62	X 0 1 4,5 4,5
X 1 6261630a61	X 0 0
X 0 616362636161	X 0 0
X 0 -	X 0 0
C 0 5b612d635d3f	C 0 0 0
X 1 620a0a	X 0 1 0,1
X 1 -	X 0 1 0,0
X 3 -	X 0 1 0,0
X 1 0a	X 0 1 0,0
X 2 -	X 0 1 0,0
X 0 62	X 0 1 0,1
C 0 615b5b3d613d5d5d5b612d635d5b5b3a616c7068613a5d5d24	C 0 0 0
X 1 0a	X 0 0
X 0 -	X 0 0
X 0 626161	X 0 0
X 0 62630a	X 0 0
X 1 620a0a	X 0 0
X 3 0a62	X 0 0
C 0 5b5b3a616c7068613a5d5d5e627c5b5e615d7b327d	C 0 0 0
X 0 62630a	X 0 1 0,2
X 1 620a6261	X 0 1 0,2
X 2 620a61	X 0 1 0,2
X 3 0a6363626161	X 0 1 0,2
X 0 626361630a0a63	X 0 1 0,2
X 0 636261620a0a	X 0 1 0,2
C 0 61623f	C 0 0 0
X 3 61	X 0 1 0,1
X 2 -	X 0 0
X 1 63630a630a6363	X 0 0
X 3 630a6363	X 0 0
X 1 -	X 0 0
X 3 -	X 0 0
C 0 5b5e615d5b612d635d5b5b3d613d5d5d5b5b3a616c7068613a5d5d	C 0 0 0
X 3 630a0a630a6161	X 0 0
X 1 -	X 0 0
X 1 61630a61	X 0 0
X 1 616261	X 0 0
X 1 -	X 0 0
X 1 61630a62	X 0 0
C 0 5b612d635d2e7c2e6324	C 0 0 0
X 3 6361630a	X 0 1 0,2
X 0 0a0a626361	X 0 1 2,4
X 3 62	X 0 0
X 3 6262	X 0 1 0,2
X 3 6261	X 0 1 0,2
X 2 0a0a	X 0 0
C 0 285b612d635d2e297b327d3f285b61625d2429	C 0 0 2
X 3 0a0a630a61	X 0 0
X 1 63	X 0 0
X 3 630a626362	X 0 0
X 1 -	X 0 0
X 1 0a61626363	X 0 0
X 1 -	X 0 0
C 0 2e5b5b3d613d5d5d61	C 0 0 0
X 3 61620a0a6362	X 0 0
X 1 0a0a63	X 0 0
X 0 610a6162	X 0 0
X 0 0a610a0a61	X 0 0
X 2 -	X 0 0
X 3 0a62630a	X 0 0
C 0 28285b612d635d5b61625d293f297b302c327d3f	C 0 0 2
X 3 61	X 0 1 0,0 0,0 -1,-1
X 1 62	X 0 1 0,0 0,0 -1,-1
X 2 610a0a0a	X 0 1 0,0 0,0 -1,-1
X 1 630a	X 0 1 0,0 0,0 -1,-1
X 3 610a626361	X 0 1 0,0 0,0 -1,-1
X 3 0a62636261630a	X 0 1 0,0 0,0 -1,-1
C 0 285b5b3d613d5d5d5b5b3a616c7068613a5d5d292a5b5b3d613d5d5d5b5b3d613d5d5d24	C 0 0 1
X 0 0a63	X 0 0
X 1 63630a	X 0 0
X 3 630a	X 0 0
X 3 61	X 0 0
X 1 62630a63630a	X 0 0
X 3 6263	X 0 0
C 0 5b612d635d2e7b312c7d	C 0 0 0
X 0 0a6262626163	X 0 1 1,6
X 0 61	X 0 0
X 3 62616361	X 0 1 0,4
X 3 -	X 0 0
X 1 63630a63	X 0 1 0,4
X 0 62	X 0 0
C 0 285e285b61625d292b292a	C 0 0 2
X 1 636262	X 0 1 0,0 -1,-1 -1,-1
X 1 0a61630a	X 0 1 0,0 -1,-1 -1,-1
X 1 6261630a0a62	X 0 1 0,0 -1,-1 -1,-1
X 3 -	X 0 1 0,0 -1,-1 -1,-1
X 0 6263620a6162	X 0 1 0,1 0,1 0,1
X 2 0a	X 0 1 0,0 -1,-1 -1,-1
C 0 5e5b5b3a616c7068613a5d5d245e5b5e615d24	C 0 0 0
X 0 616263616261	X 0 0
X 1 -	X 0 0
X 3 -	X 0 0
X 3 6363	X 0 0
X 0 61620a6261	X 0 0
X 0 630a626263	X 0 0
C 0 5b612d635d5b5b3d613d5d5d617c633f	C 0 0 0
X 2 63630a61610a	X 0 1 0,1
X 3 -	X 0 1 0,0
X 2 0a616161	X 0 1 0,0
X 1 61620a0a63610a	X 0 1 0,0
X 0 0a62	X 0 1 0,0
X 3 -	X 0 1 0,0
C 0 5b5e615d2e7b312c7d	C 0 0 0
X 1 620a0a	X 0 1 0,3
X 1 -	X 0 0
X 0 630a62636162	X 0 1 0,6
X 2 6161626163	X 0 1 2,5
X 0 636261616362	X 0 1 0,6
X 2 6362620a	X 0 1 0,4
C 0 5b5e615d7b312c7d7c625e5b61625d	C 0 0 0
X 3 61620a0a	X 0 1 1,4
X 3 61636263636362	X 0 1 1,7
X 2 6262610a	X 0 1 0,2
X 0 62	X 0 1 0,1
X 2 610a610a	X 0 1 1,2
X 0 61	X 0 0
C 0 5b5e615d5b612d635d5b5b3a616c7068613a5d5d615b5b3d613d5d5d5b5b3a616c7068613a5d5d2e	C 0 0 0
X 2 6161610a610a	X 0 0
X 0 626263	X 0 0
X 3 63620a6161	X 0 0
X 3 61	X 0 0
X 3 0a63	X 0 0
X 3 0a6363620a63	X 0 0
C 0 5b5b3a616c7068613a5d5d5b5e615d7c5e5b61625d5b612d635d5b5e615d61	C 0 0 0
X 1 0a6262636361	X 0 1 1,3
X 1 6261626261	X 0 1 1,3
X 0 62620a6263	X 0 1 0,2
X 2 61610a62630a	X 0 1 1,3
X 1 63620a636361	X 0 1 0,2
X 2 62	X 0 0
C 0 5b5e615d5b5b3d613d5d5d24615b5b3a616c7068613a5d5d	C 0 0 0
X 1 6262	X 0 0
X 3 -	X 0 0
X 0 0a62	X 0 0
X 2 6161	X 0 0
X 0 0a0a61616261	X 0 0
X 2 0a61630a61	X 0 0
C 0 5b5b3d613d5d5d5b5b3a616c7068613a5d5d247c5b5b3a616c7068613a5d5d5b61625d5b612d635d	C 0 0 0
X 0 0a63	X 0 0
X 0 61	X 0 0
X 2 0a6263636263	X 0 1 3,6
X 2 -	X 0 0
X 1 0a616361	X 0 0
X 2 0a6361	X 0 0
C 0 5b61625d7b312c7d	C 0 0 0
X 1 0a0a	X 0 0
X 2 6361	X 0 1 1,2
X 2 636361616163	X 0 1 2,5
X 1 0a6263	X 0 1 1,2
X 3 630a61	X 0 1 2,3
X 3 630a620a	X 0 1 2,3
C 0 2863615b5b3a616c7068613a5d5d293f	C 0 0 1
X 1 6162	X 0 1 0,0 -1,-1
X 2 620a626361	X 0 1 0,0 -1,-1
X 3 620a6362	X 0 1 0,0 -1,-1
X 2 62636261636263	X 0 1 0,0 -1,-1
X 2 0a6263630a	X 0 1 0,0 -1,-1
X 0 62610a63	X 0 1 0,0 -1,-1
C 0 2e2e2b	C 0 0 0
X 2 62	X 0 0
X 2 62620a62	X 0 1 0,4
X 1 6263	X 0 1 0,2
X 1 630a0a	X 0 1 0,3
X 1 -	X 0 0
X 0 0a6262626363	X 0 1 0,6
C 0 5b5b3d613d5d5d	C 0 0 0
X 1 6163	X 0 1 0,1
X 1 0a626262626263	X 0 0
X 1 630a6263	X 0 0
X 0 610a610a6262	X 0 1 0,1
X 1 6263630a	X 0 0
X 1 -	X 0 0
C 0 5b5b3a616c7068613a5d5d5b612d635d5b61625d2e	C 0 0 0
X 0 61636261626161	X 0 1 0,4
X 1 630a616363	X 0 0
X 3 0a636161	X 0 0
X 3 -	X 0 0
X 3 6361620a616263	X 0 1 0,4
X 3 6362	X 0 0
C 0 5e286329285b5e615d7c5b612d635d297b302c327d	C 0 0 2
X 3 62636163616363	X 0 0
X 3 6262636361	X 0 0
X 1 620a61	X 0 0
X 1 6161610a	X 0 0
X 0 6362	X 0 1 0,2 0,1 1,2
X 2 626362626163	X 0 0
C 0 5b5b3a616c7068613a5d5d3f24	C 0 0 0
X 1 61	X 0 1 0,1
X 3 0a6163626263	X 0 0
X 0 0a	X 0 1 1,1
X 2 -	X 0 0
X 3 0a6261	X 0 0
X 0 0a63626363630a	X 0 1 7,7
C 0 5e5b5b3d613d5d5d2e24	C 0 0 0
X 3 626163636261	X 0 0
X 0 6261636162	X 0 0
X 0 6361620a6261	X 0 0
X 3 0a	X 0 0
X 2 0a6161620a	X 0 0
X 0 -	X 0 0
C 0 632b	C 0 0 0
X 1 0a630a	X 0 1 1,2
X 3 63626163610a	X 0 1 0,1
X 0 6362	X 0 1 0,1
X 1 6263	X 0 1 1,2
X 0 0a0a62626361	X 0 1 4,5
X 1 63	X 0 1 0,1
C 0 2828285b5b3a616c7068613a5d5d297b312c7d292a3f297b327d3f	C 0 0 3
X 2 61	X 0 1 0,0 0,0 -1,-1 -1,-1
X 2 -	X 0 1 0,0 0,0 -1,-1 -1,-1
X 0 61610a	X 0 1 0,0 0,0 -1,-1 -1,-1
X 0 610a0a6162	X 0 1 0,0 0,0 -1,-1 -1,-1
X 0 610a0a	X 0 1 0,0 0,0 -1,-1 -1,-1
X 3 626263	X 0 1 0,0 0,0 -1,-1 -1,-1
C 0 5b612d635d282e2e297b327d	C 0 0 1
X 1 63	X 0 0
X 3 61	X 0 0
X 2 0a610a616263	X 0 1 1,6 4,6
X 3 6363	X 0 0
X 3 63	X 0 0
X 0 0a0a6262630a	X 0 0
C 0 2e2b7c5e2e5b5b3a616c7068613a5d5d	C 0 0 0
X 1 6262	X 0 1 0,2
X 0 0a0a0a	X 0 1 0,3
X 0 61636362630a0a	X 0 1 0,7
X 3 61610a0a0a62	X 0 1 0,6
X 3 610a0a610a61	X 0 1 0,6
X 2 610a62630a0a	X 0 1 0,6
C 0 285e5b5e615d2924	C 0 0 1
X 0 63630a61	X 0 0
X 0 63	X 0 1 0,1 0,1
X 1 636261	X 0 0
X 1 610a63	X 0 0
X 3 6162636161	X 0 0
X 2 6361	X 0 0
C 0 5b612d635d6124	C 0 0 0
X 1 62616263	X 0 0
X 3 636162636363	X 0 0
X 0 -	X 0 0
X 0 6362	X 0 0
X 1 62	X 0 0
X 3 -	X 0 0
C 0 5b61625d5b5b3a616c7068613a5d5d7b327d	C 0 0 0
X 3 62630a6362	X 0 0
X 1 62	X 0 0
X 0 61620a	X 0 0
X 3 62	X 0 0
X 2 63620a0a	X 0 0
X 0 0a0a62630a6263	X 0 0
C 0 5b5e615d5b5b3d613d5d5d2a3f	C 0 0 0
X 3 626261	X 0 1 0,1
X 0 -	X 0 0
X 2 62630a6163610a	X 0 1 0,1
X 1 616261610a6261	X 0 1 1,2
X 0 6262636261	X 0 1 0,1
X 2 63636162	X 0 1 0,1
C 0 5b61625d627b312c7d	C 0 0 0
X 0 63	X 0 0
X 2 616361	X 0 0
X 3 6162630a61	X 0 1 0,2
X 3 0a636162610a0a	X 0 1 2,4
X 3 0a0a6162	X 0 1 2,4
X 3 61630a	X 0 0
C 0 2e247c5b61625d5b5b3d613d5d5d24	C 0 0 0
X 2 6261	X 0 0
X 1 0a636363	X 0 1 3,4
X 0 6161616163	X 0 1 4,5
X 0 -	X 0 0
X 0 616262	X 0 1 2,3
X 3 63636361620a0a	X 0 0
C 0 635b612d635d615b61625d	C 0 0 0
X 3 -	X 0 0
X 0 620a616162	X 0 0
X 1 6361636263	X 0 0
X 3 0a61	X 0 0
X 2 630a62616263	X 0 0
X 3 0a6263	X 0 0
C 0 637b302c327d24	C 0 0 0
X 1 6361626262	X 0 1 5,5
X 3 630a6263	X 0 0
X 3 636362636263	X 0 0
X 2 610a0a6363	X 0 0
X 3 61610a61	X 0 0
X 2 63610a61616163	X 0 0
C 0 5b612d635d5b5b3d613d5d5d7c635b5e615d5b61625d	C 0 0 0
X 2 6262626263	X 0 0
X 0 0a6161636161	X 0 1 1,3
X 3 61	X 0 0
X 2 6362	X 0 0
X 2 0a0a61620a	X 0 0
X 1 -	X 0 0
C 0 5b5b3a616c7068613a5d5d5b61625d7b302c327d3f7c5b5e615d7c62	C 0 0 0
X 1 6262630a63620a	X 0 1 0,1
X 2 630a6161610a61	X 0 1 0,1
X 3 630a	X 0 1 0,1
X 0 61	X 0 1 0,1
X 0 63	X 0 1 0,1
X 3 626361	X 0 1 0,1
C 0 5b5e615d2b	C 0 0 0
X 0 0a	X 0 1 0,1
X 2 616361616262	X 0 1 1,2
X 0 0a630a63636163	X 0 1 0,5
X 1 610a636262	X 0 1 1,5
X 2 -	X 0 0
X 1 62	X 0 1 0,1
C 0 2e7b302c327d7c5b5b3d613d5d5d245b5b3d613d5d5d5b5b3d613d5d5d	C 0 0 0
X 2 -	X 0 1 0,0
X 3 0a0a	X 0 1 0,2
X 2 0a610a61626262	X 0 1 0,2
X 0 6362630a61630a	X 0 1 0,2
X 0 0a0a0a63	X 0 1 0,2
X 0 -	X 0 1 0,0
C 0 635e5b5e615d24	C 0 0 0
X 2 6361	X 0 0
X 2 6361636261630a	X 0 0
X 2 62630a	X 0 0
X 2 0a	X 0 0
X 1 610a6262	X 0 0
X 3 -	X 0 0
C 0 63285b5e615d6229	C 0 0 1
X 2 616262616262	X 0 0
X 0 62616362	X 0 0
X 3 63	X 0 0
X 2 0a61620a616261	X 0 0
X 2 0a	X 0 0
X 1 636262636261	X 0 1 0,3 1,3
C 0 5b5b3a616c7068613a5d5d5b5b3a616c7068613a5d5d637c2e	C 0 0 0
X 2 0a62	X 0 1 0,1
X 2 63610a6361	X 0 1 0,1
X 2 62	X 0 1 0,1
X 2 6361630a0a	X 0 1 0,3
X 3 610a0a62610a61	X 0 1 0,1
X 2 626361610a6362	X 0 1 0,1
C 0 5e632424	C 0 0 0
X 0 -	X 0 0
X 1 626362	X 0 0
X 3 6362	X 0 0
X 1 0a63	X 0 0
X 0 6261630a61	X 0 0
X 1 61636162	X 0 0
C 0 5b612d635d7c5b612d635d7c5b612d635d5b5b3d613d5d5d24	C 0 0 0
X 3 61620a63	X 0 1 0,1
X 2 6361610a626362	X 0 1 0,1
X 2 616261626362	X 0 1 0,1
X 3 620a6262	X 0 1 0,1
X 2 626261626362	X 0 1 0,1
X 1 0a61620a616261	X 0 1 1,2
C 0 5b61625d5b612d635d2e24	C 0 0 0
X 3 630a62620a630a	X 0 0
X 3 -	X 0 0
X 2 62626363	X 0 0
X 3 626363620a62	X 0 0
X 0 0a0a6163620a	X 0 0
X 3 0a6161	X 0 0
C 0 5e5b5e615d	C 0 0 0
X 2 61610a63610a0a	X 0 0
X 1 0a61626263	X 0 0
X 2 63620a630a6263	X 0 1 0,1
X 0 0a636263610a63	X 0 1 0,1
X 3 6161	X 0 0
X 0 61	X 0 0
C 0 5b5e615d285b5e615d5b61625d292a	C 0 0 1
X 3 630a63	X 0 1 0,1 -1,-1
X 1 -	X 0 0
X 1 0a6163	X 0 1 0,1 -1,-1
X 0 -	X 0 0
X 0 61	X 0 0
X 3 620a61	X 0 1 0,3 1,3
C 0 5b61625d5b61625d7c5b5b3d613d5d5d635b61625d5b5b3d613d5d5d	C 0 0 0
X 0 610a	X 0 0
X 0 6261	X 0 1 0,2
X 3 -	X 0 0
X 1 0a620a0a62	X 0 0
X 0 636262630a0a62	X 0 1 1,3
X 0 610a0a630a0a	X 0 0
C 0 5b5b3d613d5d5d5b61625d7c5b612d635d2e7b302c327d	C 0 0 0
X 2 620a62	X 0 1 0,3
X 0 61	X 0 1 0,1
X 2 0a63	X 0 1 1,2
X 0 62610a626263	X 0 1 0,3
X 1 -	X 0 0
X 1 -	X 0 0
C 0 5b5b3d613d5d5d	C 0 0 0
X 3 61	X 0 1 0,1
X 2 -	X 0 0
X 0 630a0a630a	X 0 0
X 3 61630a61	X 0 1 0,1
X 1 63	X 0 0
X 0 0a636163	X 0 1 2,3
C 0 5e5b61625d6324	C 0 0 0
X 0 0a630a	X 0 0
X 0 616161	X 0 0
X 2 61630a62620a	X 0 0
X 1 62636262630a0a	X 0 0
X 2 636161	X 0 0
X 1 6362	X 0 0
C 0 285b5b3a616c7068613a5d5d7b312c7d292b	C 0 0 1
X 2 6163610a6161	X 0 1 0,3 0,3
X 0 0a0a0a61	X 0 1 3,4 3,4
X 3 6363620a630a	X 0 1 0,3 0,3
X 3 0a63630a616262	X 0 1 1,3 1,3
X 3 62610a616361	X 0 1 0,2 0,2
X 1 6163	X 0 1 0,2 0,2
C 0 615b5e615d7c2863292b7c2e285b5e615d293f	C 0 0 2
X 0 630a61	X 0 1 0,2 -1,-1 1,2
X 1 61626161620a0a	X 0 1 0,2 -1,-1 -1,-1
X 2 0a6362	X 0 1 0,2 -1,-1 1,2
X 2 616362636161	X 0 1 0,2 -1,-1 -1,-1
X 0 0a610a636162	X 0 1 0,1 -1,-1 -1,-1
X 2 0a636262	X 0 1 0,2 -1,-1 1,2
C 0 62625b5b3d613d5d5d24625e5b5b3d613d5d5d	C 0 0 0
X 0 -	X 0 0
X 3 63	X 0 0
X 3 0a630a6162	X 0 0
X 3 63620a	X 0 0
X 1 610a0a616263	X 0 0
X 2 620a0a61	X 0 0
C 0 5b612d635d5b5b3a616c7068613a5d5d2e24	C 0 0 0
X 1 626262	X 0 1 0,3
X 3 62610a0a0a	X 0 0
X 3 62610a	X 0 0
X 0 626261610a	X 0 1 2,5
X 0 6261	X 0 0
X 1 616363	X 0 1 0,3
C 0 282e5b5b3d613d5d5d24297b312c7d	C 0 0 1
X 0 0a61620a61	X 0 1 3,5 3,5
X 0 61630a6261	X 0 1 3,5 3,5
X 2 6163620a0a63	X 0 0
X 2 63626361	X 0 0
X 3 630a6361610a	X 0 0
X 1 63626363	X 0 0
C 0 635b5e615d2b3f	C 0 0 0
X 3 63630a616363	X 0 1 0,2
X 0 61	X 0 0
X 3 61620a63636263	X 0 1 3,5
X 3 -	X 0 0
X 1 62620a62	X 0 0
X 3 620a0a610a63	X 0 0
C 0 5b5b3a616c7068613a5d5d2e7b302c327d	C 0 0 0
X 1 636263	X 0 1 0,3
X 3 6362636161610a	X 0 1 0,3
X 1 6263	X 0 1 0,2
X 0 0a0a616162	X 0 1 2,5
X 1 61620a610a62	X 0 1 0,3
X 3 63	X 0 1 0,1
C 0 285e5b5b3d613d5d5d2e297b312c7d	C 0 0 1
X 0 610a616162	X 0 1 0,2 0,2
X 3 6162610a6262	X 0 0
X 1 636163	X 0 0
X 0 61	X 0 0
X 0 6261610a6362	X 0 0
X 0 0a6261	X 0 0
C 0 625b5b3a616c7068613a5d5d2e24	C 0 0 0
X 0 610a620a	X 0 0
X 3 610a6163626362	X 0 0
X 2 636263620a	X 0 0
X 0 62626261626161	X 0 1 4,7
X 1 0a626263616163	X 0 0
X 1 620a0a	X 0 0
C 0 2e5e5b61625d5b61625d	C 0 0 0
X 0 6163620a616261	X 0 0
X 1 61	X 0 0
X 0 0a610a636162	X 0 0
X 0 -	X 0 0
X 3 610a0a620a	X 0 0
X 1 0a0a626163	X 0 0
C 0 5b5e615d5e285b5e615d297b302c327d3f	C 0 0 1
X 1 630a63	X 0 0
X 1 62	X 0 0
X 3 0a6362	X 0 0
X 1 616363	X 0 0
X 3 6362	X 0 0
X 3 62620a	X 0 0
C 0 62627c6124	C 0 0 0
X 1 0a	X 0 0
X 1 0a0a61610a62	X 0 0
X 2 630a626262	X 0 1 2,4
X 0 616262	X 0 1 1,3
X 2 6261616263	X 0 0
X 1 -	X 0 0
C 0 625b5e615d2e24	C 0 0 0
X 3 626261630a0a62	X 0 0
X 0 0a61	X 0 0
X 1 63630a610a63	X 0 0
X 3 62610a610a63	X 0 0
X 2 630a	X 0 0
X 2 630a61630a63	X 0 0
C 0 62285b5b3d613d5d5d5b61625d297b327d	C 0 0 1
X 0 -	X 0 0
X 3 -	X 0 0
X 0 -	X 0 0
X 2 63	X 0 0
X 0 6363	X 0 0
X 0 620a0a63	X 0 0
C 0 632e5b612d635d5b5e615d	C 0 0 0
X 1 630a6162620a62	X 0 1 0,4
X 1 0a62	X 0 0
X 0 -	X 0 0
X 0 0a61636261	X 0 0
X 2 616261636263	X 0 0
X 2 62610a0a	X 0 0
C 0 285e5b5b3a616c7068613a5d5d5b612d635d292b	C 0 0 1
X 0 6361620a	X 0 1 0,2 0,2
X 1 63	X 0 0
X 3 6163626161	X 0 0
X 2 6262610a0a6161	X 0 1 0,2 0,2
X 3 -	X 0 0
X 3 -	X 0 0
C 0 625b61625d5e5b5b3d613d5d5d	C 0 0 0
X 0 626261636262	X 0 0
X 3 0a6161630a62	X 0 0
X 0 61	X 0 0
X 2 63626263620a	X 0 0
X 0 0a0a636261	X 0 0
X 1 -	X 0 0
C 0 632a	C 0 0 0
X 1 610a0a620a6161	X 0 1 0,0
X 2 0a610a62	X 0 1 0,0
X 0 610a	X 0 1 0,0
X 3 610a6363620a	X 0 1 0,0
X 0 61	X 0 1 0,0
X 3 63	X 0 1 0,1
C 0 63285b612d635d7c5b5b3a616c7068613a5d5d297b312c7d	C 0 0 1
X 1 -	X 0 0
X 0 63630a63	X 0 1 0,2 1,2
X 1 6262	X 0 0
X 1 630a0a6262	X 0 0
X 3 636263626362	X 0 1 0,6 5,6
X 1 61636262610a63	X 0 1 1,5 4,5
C 0 28625b5b3a616c7068613a5d5d2b292b3f	C 0 0 1
X 0 0a610a6263	X 0 1 3,5 3,5
X 0 0a0a	X 0 0
X 2 -	X 0 0
X 0 630a0a	X 0 0
X 2 62	X 0 0
X 1 0a6263	X 0 1 1,3 1,3
C 0 285e5b5e615d24297b312c7d	C 0 0 1
X 3 620a0a	X 0 0
X 3 62	X 0 0
X 3 630a6361	X 0 0
X 0 63	X 0 1 0,1 0,1
X 2 -	X 0 0
X 3 0a62636263	X 0 0
C 0 5b612d635d5b61625d5b5e615d24	C 0 0 0
X 1 0a0a	X 0 0
X 0 636161	X 0 0
X 0 630a0a62	X 0 0
X 2 62610a	X 0 0
X 3 0a636162626263	X 0 0
X 3 610a620a	X 0 0
C 0 5e632e24	C 0 0 0
X 1 0a636162	X 0 0
X 1 6261	X 0 0
X 3 0a61616162	X 0 0
X 2 6263626262	X 0 0
X 1 0a620a0a	X 0 0
X 0 63	X 0 0
C 0 285b5b3a616c7068613a5d5d5b61625d292b7c5e5e5b612d635d	C 0 0 1
X 0 6362	X 0 1 0,2 0,2
X 3 63610a616262	X 0 1 0,2 0,2
X 1 63	X 0 0
X 0 62	X 0 1 0,1 -1,-1
X 0 630a0a	X 0 1 0,1 -1,-1
X 0 -	X 0 0
C 0 627b302c327d	C 0 0 0
X 0 0a0a	X 0 1 0,0
X 3 0a630a62	X 0 1 0,0
X 2 62	X 0 1 0,1
X 0 62620a	X 0 1 0,2
X 2 630a	X 0 1 0,0
X 1 -	X 0 1 0,0
C 0 28285e5b5b3d613d5d5d29293f	C 0 0 2
X 2 6363620a6163	X 0 1 0,0 -1,-1 -1,-1
X 3 620a626261	X 0 1 0,0 -1,-1 -1,-1
X 3 0a626161	X 0 1 0,0 -1,-1 -1,-1
X 0 620a620a	X 0 1 0,0 -1,-1 -1,-1
X 3 0a620a62626263	X 0 1 0,0 -1,-1 -1,-1
X 1 0a0a610a61	X 0 1 0,0 -1,-1 -1,-1
C 0 5b61625d3f24	C 0 0 0
X 1 0a616263	X 0 1 4,4
X 3 0a620a	X 0 0
X 3 0a63610a62620a	X 0 0
X 2 6363636261	X 0 0
X 3 610a0a626361	X 0 0
X 1 61610a63626363	X 0 1 7,7
C 0 5b612d635d282e7b327d293f	C 0 0 1
